index,kategori,subkategori,location/city,nama,deskripsi
88,Media Partner,Food & Beverage,-,Kita Hebat,"Kita Hebat berkomitmen untuk mensosialisasikan gerakan zero waste kepada lebih banyak orang dengan menjual sampah makanan yang dapat didaur ulang dan memberikan pelatihan kepada beberapa komunitas, sekolah, dan bisnis rumahan. Kami menargetkan pengurangan sampah sebesar 120 ton pada tahun 2022, dan meluncurkan produk produk inovatif ramah lingkungan dan mendistribusikannya ke wilayah wilayah baru yang belum terjangkau oleh kami."
89,Media Partner,Food & Beverage,-,kokikan,Platform yang memungkinkan orang menjual makanan buatan sendiri ke tetangganya
90,Media Partner,Food & Beverage,-,Little Joy Indonesia,"sebuah startup digital pertama yang menyediakan ekosistem holistik untuk 1000 hari pertama tumbuh kembang anak. Misi kami adalah untuk berkontribusi terhadap malnutrisi yang sudah berlangsung selama 11 tahun dan dengan demikian, meningkatkan angka kematian anak di Indonesia. Sejalan dengan hal tersebut dan sebagai startup yang didominasi oleh perempuan, kami juga berencana untuk berkontribusi terhadap 5 tujuan SDG yaitu Tanpa Kemiskinan, Tanpa Kelaparan, Kesehatan dan Kesejahteraan yang Baik, Kesetaraan Gender dan Pekerjaan Layak serta Pertumbuhan Ekonomi."
91,Media Partner,Food & Beverage,-,Mak Fau,"Sambal Lauk Mak Fau adalah Sambal Kemasan yang berisi Lauk didalamnya. Dibuat dari cabe rawit dan bawang segar serta bumbu bumbu lainnya, tanpa memakai bahan tambahan pangan atau pengawet, sudah bersertifikasi Halal MUI dan mempunyai 10 varian rasa. Sambal Lauk Kemasan adalah Sambal tradisional khas Minang yang dipadukan dengan rasa daerah lainnya. Visi Sambal lauk mak fau adalah ingin memperkenalkan sambal lauk sebagai alternatif lauk dan sambal dalam satu kemasan dengan citarasa khas indonesia. Misi Sambal lauk kemasan membawa sambal lauk ini menjadi alternatif sambal pengganti lauk. dengan tagline Teman Setia Hidangan Anda."
92,Media Partner,Food & Beverage,-,Meatless Kingdom,Kami adalah perusahaan yang fokus pada pengembangan pangan berbahan dasar jamur dan nabati dengan cita rasa Indonesia.
93,Media Partner,Food & Beverage,-,Rumah Ice Cream Indonesia,"Kami adalah Platform Makanan Penutup Terjangkau No.1 Untuk Semua Orang, Platform kami menyediakan makanan penutup yang lengkap, aman, terjangkau untuk kebutuhan sehari hari Anda. Sementara di sisi lain kami meningkatkan kemampuan distribusi produsen secara efektif efisien."
94,Media Partner,Food & Beverage,-,Tahooe Indonesia,"Kami menemukan banyak perusahaan F B yang berjuang dan bersaing satu sama lain dengan menggunakan produk yang sama, dan ini merupakan peluang bagi kami."
95,Media Partner,Food & Beverage,-,Gerakan Kopi Persahabatan,"Gerakan Kopi Persahabatan adalah sociopreneur dengan misi menjalin persahabatan dunia melalui kopi. Visi Menjadikan ikon persahabatan dunia dengan sarana menikmati kopi sehat khususnya kopi asal Indonesia secara gratis Misi Menjalin persahabatan universal dengan mengadakan pertemuan kegiatan untuk menikmati kopi, minimal seminggu sekali Tujuan Memperkenalkan kopi Indonesia Meningkatkan konsumsi perkapita kopi Indonesia Membantu pemasaran produk petani kopi Membantu meningkatkan mutu kopi petani Menjadi ajang silaturahmi"
96,Media Partner,Food & Beverage,-,Grouu Baby Food,Langganan makanan bayi gourmet yang dirancang untuk memberikan waktu makan bebas repot bagi orang tua yang sibuk
97,Media Partner,Healthcare,-,Ibunda,Ibunda.id memberikan konseling online dengan praktisi kesehatan mental sejati
98,Media Partner,Healthcare,-,Ailiv,"Misi Ailiv adalah meningkatkan kualitas hidup dan produktivitas generasi muda Indonesia melalui kesehatan mental dan fisik. Kami percaya bahwa untuk melakukan hal ini, kita harus memperluas akses generasi muda terhadap pendidikan kesehatan dan inisiatif pemberdayaan yang relevan. Dalam melakukannya, Ailiv menggunakan teknologi untuk menjembatani pengetahuan ilmiah kesehatan, bimbingan profesional, dan komunitas yang memiliki minat yang sama dengan penggunanya. Ailiv USP memberikan intervensi kesehatan yang komprehensif, karena definisi kesehatan tidak hanya sekedar fisik, tetapi juga mental dan sosial agar generasi muda dapat produktif. Janji merek Ailiv adalah Jalani Hidup Terbaik Anda , yang dimaksudkan untuk melayani demografi generasi muda Indonesia yang sangat besar dan tujuan mereka untuk memiliki kehidupan yang memuaskan."
99,Media Partner,Healthcare,-,appbubu.com,"Aplikasi seluler untuk penyayang binatang dan dokter hewan. Aplikasi yang menghubungkan pemilik atau peternak hewan peliharaan dengan dokter hewan terverifikasi tanpa perlu melakukan perjalanan, tidak perlu menunggu janji atau jam kantor, dan tidak ada biaya tinggi untuk menjaga hewan peliharaan tetap sehat dan bahagia."
100,Media Partner,Healthcare,-,Assist.id,"Assist.id fokus pada digitalisasi layanan kesehatan di Indonesia, mendorong kolaborasi dan meningkatkan layanan kesehatan. Kami menawarkan Platfrom terintegrasi lengkap sebagai Layanan untuk Fasilitas Layanan Kesehatan dan platform keterlibatan untuk pasien."
101,Media Partner,Healthcare,-,CareNow,"CareNow membantu pasien membagi tagihan medis yang besar menjadi cicilan bulanan yang lebih kecil, menjadikan layanan kesehatan lebih terjangkau dan mudah diakses."
102,Media Partner,Healthcare,-,Cexup,"Platform Rumah Sakit Virtual yang menyediakan Aplikasi Telemedicine Medical Check Up Mobile Nurse Terintegrasi yang terhubung ke IoMT Internet of Medical Things , Artificial Intelligent Sistem Informasi Rumah Sakit, yang bekerja online offline, dengan White Label Revenue Sharing System untuk Pemberdayaan Rumah Sakit Menghadirkan Dokter di Mana Saja dengan Akurasi Tinggi, dari Perkotaan hingga Pedesaan."
103,Media Partner,Healthcare,-,Dietela,Dietela menyediakan layanan nutrisi pribadi online. Program kami dikembangkan berdasarkan permasalahan terkait gizi untuk memberdayakan masyarakat Indonesia dalam memperbaiki pola makan dan mencapai gaya hidup sehat.
104,Media Partner,Healthcare,-,Dokter Siaga,Doktersiaga merupakan platform chatbot untuk membantu masyarakat mendapatkan informasi jadwal dokter dengan cepat dan mudah. Platform chatbot kami Didukung teknologi pembelajaran mesin sehingga chatbot dapat memahami pertanyaan pengguna dan memberikan jawaban yang relevan
105,Media Partner,Healthcare,-,Farmaku.com,"Apotek klik dan antar online yang juga menawarkan produk Kesehatan dan Kecantikan. Menghubungkan Dokter dengan Pasien, dan memberikan pemenuhan pengobatan serta kebutuhan kesehatan dan kecantikan."
106,Media Partner,Healthcare,-,Fatkilla,Fatkilla adalah perusahaan manajemen berat badan digital yang menyediakan layanan dan produk digital untuk menghilangkan lemak
107,Media Partner,Healthcare,-,Fisiohome,"Fisiohome merupakan platform home visit fisioterapi pertama di Indonesia yang menawarkan solusi bagi segala persoalan gerak dan fungsi tubuh, dimana tidak ada lagi jarak dan waktu yang menjadi halangan pasien untuk mendapatkan pelayanan fisioterapi kapanpun dan dimanapun. Fisiohome menghubungkan antara pasien dan fisioterapis secara cepat dan pasien hanya tinggal menunggu di rumah untuk mendapatkan pelayanan Fisioterapis dari Fisiohome"
108,Media Partner,Healthcare,-,FitHappy,"Kesehatan kesejahteraan holistik menyeluruh yang memberikan solusi diet, olahraga, dan kesehatan mental yang dipersonalisasi dengan metodologi perilaku untuk membuat orang bugar, bahagia, produktif, dan mencegah penyakit kronis. Untuk B2B, FitHappy juga meningkatkan produktivitas karyawan, keterlibatan, dan mengurangi tingkat klaim asuransi kesehatan."
109,Media Partner,Healthcare,-,Foodtrition.id,"Foodtrition.id adalah platform online dengan penilaian pra kesehatan yang membantu klien untuk memulai dan menetapkan pola makan dan gaya hidup sehat berkelanjutan dengan pendekatan yang terjangkau, fleksibel, dapat dipercaya, dan mudah dalam menyelesaikan masalah gizi mereka."
110,Media Partner,Healthcare,-,Halo Jiwa Indonesia,"Wirausaha sosial yang bertujuan untuk Meningkatkan kesehatan mental dan kesejahteraan melalui pendidikan, penelitian dan layanan kesehatan mental di tingkat individu, keluarga dan masyarakat."
111,Media Partner,Healthcare,-,HealthPro.id,"HealthPro adalah perusahaan teknologi kesehatan untuk dunia Layanan Kesehatan Sesuai Permintaan. Dengan jumlah penduduk yang besar yang membutuhkan Layanan Perawatan Kesehatan Rumah, tetapi Fasilitas Kesehatan misalnya. rumah sakit, klinik, laboratorium dan lain lain berjuang untuk menyediakan layanan karena operasional yang berat dan anggaran yang terbatas untuk mempekerjakan penuh waktu, platform HealthPro membantu Home Healthcare hidup sebagai bagian dari layanan Fasilitas Kesehatan dan membuatnya lebih mudah diakses oleh semua orang."
112,Media Partner,Healthcare,-,Karla Bionics,"Karla Bionics merupakan start up spin off dari LPIK ITB yang memiliki visi untuk menciptakan solusi bagi difabel untuk bangga aktif melalui prostesis yang terjangkau. Filosofi desain kami adalah desain mirip bionik yang mencolok, yang bertujuan agar pengguna kami tidak menyembunyikan kondisinya, melainkan memanfaatkan kondisinya semaksimal mungkin. Selain itu, produk kami dirancang agar ramah pengguna, intuitif, dan melibatkan penggunanya untuk menjadi produktif. Dalam jangka pendek ini, Karla Bionics kini masih fokus pada produk prostesis lengan. Meski begitu, melihat kompetensi kami dalam mempromosikan kesehatan inklusif teknologi biomedis, kami akan memperluas pengembangan lebih lanjut pada lebih banyak produk perangkat medis inklusif lainnya."
113,Media Partner,Healthcare,-,klinikgo,"o2o health aggregator, teknologi kesehatan yang memberikan solusi bagi pasien bekerja sama dengan klinik melalui teknologi digital."
114,Media Partner,Healthcare,-,Kuis Kesehatan Indonesia,"Kuis Kesehatan Indonesia adalah aplikasi pembelajaran bagi mahasiswa yang berkecimpung di dunia kesehatan seperti kedokteran umum, kedokteran gigi, gizi, farmasi, keperawatan, dan kedokteran hewan melalui Android. Pengguna dapat belajar dimana saja dan kapan saja melalui aplikasi yang tersedia di Play Store."
115,Media Partner,Healthcare,-,Medico,"MEDICO mengembangkan aplikasi sistem informasi klinik dan sistem informasi rumah sakit. MEDICO menawarkan solusi berbasis cloud seperti pemeriksa interaksi obat, resep elektronik, siap ICD 10, pelaporan manajemen seluler, kontrol inventaris terpusat, sistem penagihan medis, dll. Sebagai perusahaan perangkat lunak yang khusus melayani penyedia layanan kesehatan, MEDICO dapat mengatasi masalah yang disebutkan di atas. Kami menyediakan sistem yang skalabel, komprehensif, andal, dan terjangkau, berapa pun ukuran organisasi Anda. MEDICO Bertujuan Membawa Layanan Kesehatan ke Tingkat Berikutnya."
116,Media Partner,Healthcare,-,NutriClinic Indonesia,"NutriClinic merupakan bisnis jasa konsultasi online kesehatan dan gizi berbasis teknologi yang diwujudkan dalam aplikasi dan website. NutriClinic mencakup seluruh aspek gizi kesehatan secara keseluruhan dengan membaginya menjadi beberapa spesialisasi yaitu 1. Gizi Medis gizi klinis, interaksi obat dan makanan 2. Gizi Daur Hidup Gizi bayi, gizi anak, gizi remaja, gizi ibu hamil, gizi untuk ibu menyusui, nutrisi lansia 3. Olahraga dan Kecantikan nutrisi olahraga, nutrisi kecantikan, pola makan untuk menurunkan dan menambah berat badan secara sehat 4. Pekerjaan dan Kesejahteraan nutrisi pekerja, kesejahteraan hidup, pengaturan waktu makan 5. Makanan dan Minuman cara mengolah pangan, pangan fungsional, keamanan pangan NutriClinic dapat digunakan untuk memeriksa dan mengontrol status gizi individu untuk segala usia dan segala kondisi. Selain itu, konsultasi online dengan ahli gizi dapat dilakukan mengenai gizi permasalahan kesehatan yang dialami, disertai dengan anjuran pola makan dan makanan tambahan. Platform nutrisi online ini juga dilengkapi dengan fitur edukasi berupa konseling gizi kepada masyarakat secara online dan offline, dilengkapi dengan artikel nutrisi kesehatan, pasar online untuk pembelian makanan pendamping dan katering makanan sehat sesuai anjuran diet. NutriClinic hadir di Indonesia sejak 17 Juli 2020 dipelopori oleh tim ahli gizi terdaftar di Indonesia."
117,Media Partner,Healthcare,-,Pedis Care,"Pedis Care adalah startup berbasis layanan kesehatan yang menyediakan 1 Layanan kesehatan multidisiplin jangka panjang berkualitas tinggi di rumah, termasuk perawatan luka mutakhir yang mengurangi kemungkinan amputasi 2 Edutraining layanan kesehatan lintas platform online, offline, hybrid 3 Retail produk kesehatan ke seluruh wilayah di Indonesia 4 Penelitian terkait kesehatan untuk meningkatkan perawatan penyakit kronis di lingkungan pra rumah sakit Startup ini dimulai sebagai praktik keperawatan swasta dalam perawatan luka pada tahun 2015. Mulai tahun 2019, model bisnisnya adalah bertransformasi menjadi startup layanan kesehatan dengan menggabungkan lebih banyak profesional kesehatan kebanyakan perawat untuk mengembangkan pusat keperawatan khusus di lingkungan pra rumah sakit. Alasannya adalah banyaknya penyakit kronis yang memerlukan pemantauan dan dukungan berkelanjutan di rumah untuk memastikan kepatuhan pasien terhadap terapi, stabilitas holistik, dan peningkatan kualitas hidup. Dengan melakukan hal ini, kami berharap jumlah pasien yang memburuk dan rawat inap di rumah sakit akan berkurang, sehingga biaya layanan kesehatan dan beban rumah sakit akan berkurang. Selain itu, sejumlah kemitraan dibangun dengan pemangku kepentingan eksternal seperti universitas, yayasan amal, sekolah, dan produsen produk kesehatan untuk mencapai tujuan startup layanan kesehatan berkualitas tinggi di rumah, untuk semua orang. Startup ini berkembang dari awalnya hanya 3 orang, hingga saat ini kami memiliki lebih dari 50 karyawan termasuk para pendiri. Namun kami sadar bahwa kami masih kecil dan hanya mampu berkiprah secara lokal di Kota Malang, Jawa Timur. Dengan pengalaman kami selama 7 tahun, kami telah menguji model bisnis kami dan telah membuktikan bahwa bisnis kami berkelanjutan, bermanfaat, dan menguntungkan. Banyak manfaat yang diperoleh dari bisnis kami, antara lain namun tidak terbatas pada 1 Membuka lebih banyak kesempatan kerja bagi perawat muda 2 Mengurangi amputasi pada luka kronis secara optimal 3 Memberikan kualitas hidup yang baik bagi pasien di rumah, serta keluarga sehingga mereka tetap dapat bekerja, menghilangkan stres, tanpa mengkhawatirkan anggotanya yang sakit 4 Mengubah perilaku kesehatan pasien dan keluarganya yang sangat penting dalam mencapai tujuan jangka panjang pengelolaan penyakit kronis jantung penyakit, stroke, diabetes, dll Dengan mengikuti program ini kami berharap mendapatkan dukungan untuk mencapai 1 Peningkatan skala usaha dengan membuka kantor cabang baru di kota kota besar dimana layanan ini kemungkinan besar sangat dibutuhkan di seluruh provinsi di Indonesia 2 Peningkatan manajerial melalui digitalisasi dalam layanan pasien, manajemen bisnis, dan peningkatan platform edutraining Hanya itu yang bisa kami tulis saat ini. Salam Hormat"
118,Media Partner,Healthcare,-,PeriksaDulu.com,"Startup di bidang kesehatan yang menyediakan layanan digitalisasi fasilitas kesehatan mulai dari praktik dokter swasta, klinik hingga rumah sakit. Beberapa layanan unggulan yang dikembangkan seperti telemedicine dan formulir hasil laboratorium online kini aktif mendukung pelayanan kesehatan di Kota Surabaya dan sekitarnya. PeriksaDulu.com saat ini sudah terdaftar sebagai Mitra Resmi Kementerian Kesehatan RI."
